,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location
744,Data Engineer,44,"Elements Global Services is an award-winning HR Technology and Services Company revolutionizing the way employers expand and manage employees internationally. Global expansion is becoming more and more a part of the modern workplace, and with that comes things like remote work and spread-out teams. As Elements is a truly global company, we take care of our client's employees worldwide. From Chicago to Manila, from Johannesburg to Delhi and Hong Kong, we provide top class benefits to all the employees we serve every day. With offices all around the world and teams spread out between multiple time zones, you too can benefit from the ""Glocal"" team strategy, giving our employees the flexibility, they need to do their very best work the best way they can.

A revolution cannot be done alone, and we need the best and brightest talent to continue our growth into the new modern workplace. We are looking to expand our team by hiring a new Data Engineer, a team player who is ready to make the role their own and bring their own ideas and innovations to the table. Reporting to the VP Product & Technology, you will be supporting our Product Development team by architecting and building Analytics tools based on Data Science and Machine Learning capabilities that provide insights to empower businesses to be successful and reduce risks.


Key member of the product team building Business Intelligence and Analytics SaaS solutions.

Collaborate with business stakeholders to gather and define data and reporting requirements.

End-to-end architecture, planning, and implementation of data pipeline, web scraping, reporting, and AI/ML driven analytics

Develop innovative solutions and customizable insights reporting on industry trends, predictions, and projected business risks.

Drive Web Scraping alternate data implementation and automation.

Build, test, and maintain scalable and robust data and analytics stack.


You hold a bachelor's in Electrical Engineering, computer science, or related technical field; Advanced degree in Data Science, Engineering, Statistics, Computer Science, Mathematics is preferred.

You have 5+ years of experience as a Data Engineer or in a similar role working on ETL, data modelling, business intelligence architecture, alternative data, Machine Learning, reporting.

You have advanced skills in data mining using SQL, ETL, data warehouse as well as Excel.

You have experience building self-service reporting solutions for trends and predictions using proprietary software and business intelligence tools (e.g., Tableau, etc.).

You have demonstrated experience with cloud relational and NoSQL database technologies such as MySQL, MongoDB.

You are expert coding experience in modern programming languages and tools such as Python, Ruby, C#, Java, SQL, etc.


Opportunity to work in a fast-growing organization with the ability to make a quick impact.

Allow your inspirational ideas to come to life in a highly creative and executional environment.

Ability to work in an organization with over 40 nationalities all over the world, which embraces diversity, inclusion, and belonging at its core.

The opportunity to challenge in a high performing organization and leave each day knowing you have made an impact.

This position description may not describe all duties, responsibilities, and skills associated with this position. It is intended to portray the major aspects of the job. Other duties or skills may be required.

Elements Global Services is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: Elements is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Elements is based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Elements will not tolerate discrimination or harassment based on any of these characteristics. Elements encourages applicants of all ages.",5,Elements,Midtown Toronto
745,Business Data Analyst (Investment banking),44,"Job Description
Trigyn is seeking Business Data Analyst for contract position with our direct financial services client in Montreal, QC.
Description:
The ideal candidate should have the skills listed below but in addition should be a self-driven, dedicated individual who works well in a team and thinks and acts strategically.
In addition, the candidate should respond well to change and quickly pick up new concepts in an ever moving regulatory landscape. When faced with a problem, the candidate should be able to ask questions and leverage the skill set of those around him/her.
The group is responsible for the prevention and investigation of abusive, manipulative or illegal trading practices by Financial Advisors and the monitoring overall client suitability. This group identifies patterns behavior across multiple asset classes that may be an indication of sales practice issues or suitability concerns before these can compromise the Firm's reputation or client's holdings.",5,"Trigyn
3.9",Montreal
746,"Quantitative Analyst, Credit Strategies Group",44,"Join a financial group that’s as committed to your future as you are. At MUFG, we share a vision for our future, we share our successes, and we strive to bring out the best in each other in everything we do. As the 5th largest bank in the world, our diverse team is connected by a common ambition to create change for the better—from forging more dynamic career paths to driving progress in our communities, to continuously reshaping the standards of global financial services. Positive impact starts here; see the change you can make as we strive to become the world’s most trusted financial group.
Mitsubishi UFJ Financial Group, Inc. (MUFG) is one of the world’s leading financial groups. Headquartered in Tokyo and with over 360 years of history, MUFG has a global network with over 2,700 locations in more than 50 markets. The Group has over 180,000 employees and offers services including commercial banking, trust banking, securities, credit cards, consumer finance, asset management, and leasing. MUFG aims to “be the world’s most trusted financial group” through close collaboration among our operating companies and flexibly responding to all of the financial needs of our customers, serving society, and fostering shared and sustainable growth for a better world. MUFG’s shares trade on the Tokyo, Nagoya, and New York stock exchanges. For more information, visit https://www.mufg.jp/english
Quantitative Analyst, Credit Strategies Group

Summary:
This position is responsible for managing historical and current portfolio data and models, working closely with other members of the Wholesale Credit Risk Modeling team. This job is focused on model development, on-going model maintenance, and data mining for LGD and EAD Stress Testing models, as well as providing support for and PD and LGD Rating models. This position will include risk analysis and reporting tasks.

Accountabilities:

Risk Management and Problem Solving",5,"MUFG
3.4",Midtown Toronto
747,Risk Business Data Analyst,44,"We’re building a relationship-oriented bank for the modern world. We need talented, passionate professionals who are dedicated to doing what’s right for our clients.
At CIBC, we embrace your strengths and your ambitions so you feel empowered at work. Our team members have what they need to make a meaningful impact and feel truly valued for who they are and what they contribute.
To learn more about CIBC, please visit CIBC.com
Job Description
What You’ll Be Doing
As a Business Analyst you will be Implementing changes to CIBC systems to deliver high quality information to our internal and external stakeholders. You will become an integral part of CIBC and be able to deliver changes that maintain a balance between project deliverables and ongoing maintenance as well as continually improving on existing processes.
Toronto-CC East 13th Floor
Regular
37.5",5,"CIBC
3.9",Midtown Toronto
748,"Data Analyst, PPC and SEO",44,"Fulfill Your Passion, Work with i-Open Group.
At i-Open, we are an innovative bunch. We see the world for what it can be. We create to make a difference. We know great success takes dedication and hard work. Our ideas drive us to perform. Having a team that can execute together brings us one step closer to achieving progress. If you can take challenges head-on and have the passion and initiative required to bring new ideas to life, let’s talk about what’s next for you!
Responsibilities:
· Reporting directly to the Marketing Manager, you will be responsible for formulating scalable SEO and PPC strategies to improve our SEM exponentially
· Performing daily campaign activities for PPC campaigns including bid management, budget allocation, forecasting, performance monitoring, strategic testing, categorizing and refining keywords lists and campaign expansion",5,"i-Open Technologies Inc.
3.5",Abbotsford
749,Business Data Analyst - 311015,44,"Business Data Analyst
On behalf of our client in the Banking Sector, PROCOM is looking for a Business Data Analyst.
Business Data Analyst – Job Description
Perform data analysis and data mapping
Play a pivotal role in the completion of UAT
Participates in the system development lifecycle, including requirements change requests, clarifications with developers and quality assurance analysts and guidance for business user acceptance testing (UAT)
Proven use of SQL for analysis and data mining as well as Excel for bespoke reconciliations and investigations",5,"Procom
4.3",Midtown Toronto
750,Big Data Solution Architect,44,"Big Data Solution Architect – 1 Year Project in Montreal, QC

About the role
You have solid experience in Big Data and would like to exploit it by designing innovative and innovative solutions?
Do you want to influence the Bank's IT strategies and orientations?
Do you want to use your expertise to build the digital bank of tomorrow?
The TI - Advanced Analytics Ecosystem team is looking for a Big Data Solutions Architect who will join a project at the heart of our data strategy.
We need someone who is creative in designing analytical solutions, able to deliver concrete results while respecting commitments, and able to collaborate with pleasure and efficiency in multidisciplinary teams.

More details on responsibilities:

What you are offering:

Architecte de solutions big data - Projet d’un an à Montréal, QC

À propos du rôle

Plus de détails sur les responsabilités:

Ce que vous offrez:",5,"CorTech
3.0",Montreal
751,"Lead, Data Science",44,"AMA:
LEADERSHIP YOU CAN data BANK ON

Posted: 2021-04-05
Closing: When Filled
Location: Edmonton South

You have responsibility for the research, development, interpretation, and deployment of machine learning and predictive models in support of understanding and predicting member behaviour to organizational drive decision making.",5,"Alberta Motor Association
3.4",Edmonton
752,Data Analyst - Acquisitions,44,"Data Analyst – Acquisitions Team
Edmonton, Alberta

AutoCanada is a publicly-traded automotive dealership group headquartered in Edmonton. We provide a range of services, including new and used vehicle sales, finance and insurance, parts and service, collision and sub-prime vehicle sales. Founded in 2006, AutoCanada has grown to be an industry leader with more than 4,200 employees serving customers in over 70 locations across Canada and the US.

We have an enthusiastic and highly effective team with no end to challenging and interesting work in sight. The company is growing, and the mindset is expansionary, with lots of potential for added value through data and analytics.",5,"AutoCanada Inc.
3.4",Edmonton
753,Data Analyst (Bilingual French & English),44,"Job Overview:

Under broad guidance, responsible for creating and maintaining one or more of the IQVIA databases.
Essential Functions:
Maintains and enhances the quality of the databases.
Coordinates/consults with functional areas to optimize the use of files and materials.
Provides project support & coordination, as well as day-to-day maintenance.
Identifies and implements new automation opportunities to create process efficiencies.",5,"IQVIA
3.8",Kirkland
754,Data Analyst (Bilingual French & English),44,"Job Overview:

Under broad guidance, responsible for creating and maintaining one or more of the IQVIA databases.
Essential Functions:
Maintains and enhances the quality of the databases.
Coordinates/consults with functional areas to optimize the use of files and materials.
Provides project support & coordination, as well as day-to-day maintenance.
Identifies and implements new automation opportunities to create process efficiencies.",5,"IQVIA
3.8",Kirkland
755,Risk Business Data Analyst,44,"We’re building a relationship-oriented bank for the modern world. We need talented, passionate professionals who are dedicated to doing what’s right for our clients.
At CIBC, we embrace your strengths and your ambitions so you feel empowered at work. Our team members have what they need to make a meaningful impact and feel truly valued for who they are and what they contribute.
To learn more about CIBC, please visit CIBC.com
Job Description
What You’ll Be Doing
As a Business Analyst you will be Implementing changes to CIBC systems to deliver high quality information to our internal and external stakeholders. You will become an integral part of CIBC and be able to deliver changes that maintain a balance between project deliverables and ongoing maintenance as well as continually improving on existing processes.
Toronto-CC East 13th Floor
Regular
37.5",5,"CIBC
3.9",Midtown Toronto
756,Data Governance Analyst,44,"Title: Data Governance Analyst
FreshBooks has an ambitious vision. We launched in 2003 but we're just getting started and there's a lot left to do. We're a high-performing team working towards a common goal: building an extraordinary online accounting application to help small businesses better handle their finances. Known for extraordinary product and customer service experiences and based in Toronto, Canada, FreshBooks serves paying customers in over 120 countries.
The Opportunity - Data Governance Analyst
FreshBooks is seeking a Data Governance Analyst to join our team. As part of the Data and Analytics Team, you will contribute to the creation of, and help implement, our data governance strategy across the enterprise. If you're committed to great work and are constantly looking for ways to improve the systems you're responsible for, we'd love to chat with you!",5,FreshBooks,Midtown Toronto
757,"Manager, Data Science & Analytics",44,"We’re Northbridge Financial. We’re proud to be 100% Canadian and owned by Fairfax Financial. We serve through our Northbridge Insurance, Federated Insurance, and TruShield Insurance brands. We have a reputation for being one of Canada’s leading commercial property and casualty insurance company. Our employees are dedicated to understanding the needs of our customers and we go above and beyond to help Canadian businesses have a safer and brighter future. We’re a company of passionate people who put people first. Do you want to join a team that believes in working hard – and having fun at work – all while making a difference? Look no farther than Northbridge.
Our Data Science & Analytics Managers develop, coach, and steer the teams that deliver analytics solutions for Northbridge Financial. They use the latest in open-source and cloud-based technology, and engage with their team and business stakeholders to help Northbridge deliver on its analytics roadmap.",5,"Northbridge Financial Corporation
3.0",Midtown Toronto
758,Research Scientist / Chercheur(euse),44,"EXFO propose des solutions intelligentes de test, de monitoring et d’analyse de réseaux aux plus grands fournisseurs de service de télécommunications, fabricants d’équipements de réseau et de services Web, et cette mission nous passionne! Avec près de 1900 employés dans plus de 25 pays, EXFO est le no.1 mondial des tests de fibre optique et possède le plus imposant déploiement d’assurance de services actifs. Notre vaste gamme de solutions matérielles et logicielles permet à nos clients de suivre les transformations technologiques en lien avec la fibre optique, la 5G, la virtualisation, l’internet des objets et l’analytique des mégadonnées. Toujours à la recherche des meilleurs talents, joignez-vous à nous et participez à l’avancement d’une industrie en pleine expansion.
Description Sommaire
Le Chercheur Sénior en Optique est responsable de développer de nouvelles méthodes de tests et de nouveaux instruments de tests dans le secteur de la photonique et des communications optiques. Il doit être au fait des avancées récentes des systèmes de communications optiques et participer à identifier les besoins émergents chez nos clients. Il doit être à la fine pointe des nouvelles technologies et identifier les opportunités pour l'évolution de notre gamme de produits.",5,"EXFO
3.8",Quebec
759,Senior Data Analyst,44,"A typical day in this role might include:
Collaborating with clients to develop data driven solutions for adhoc problems
Drawing actionable insights by combining multiple data sources
Developing and executing Python and SQL queries for automated reporting of business metrics and KPIs providing meaningful insights to the clients
Contributing to various phases of campaign management, from pre-analytics to list generation and post measurement
Developing Machine Learning models like forecasting, segmentation, attrition etc to help clients draw out their marketing strategies
Supporting the development and delivery of marketing initiatives, strategic analysis and program reviews for current clients and analyzing program performance and make ongoing enhancement recommendations that result in improved performance and incremental revenue for clients",5,"Bond Brand Loyalty Inc
3.4",Mississauga
760,Ingénieur·e de données /Data Engineer,44,"Qui sommes-nous :
BusPatrouille est une entreprise spécialisée dans la technologie de sécurité. À titre de principal fournisseur international de dispositifs visant à faire respecter le bras d’arrêt des autobus scolaires, notre mission principale est d’améliorer la vie des élèves où qu’ils se trouvent.
La technologie de BusPatrouille a été déployée sur un plus grand nombre d’autobus et a été utilisée pour délivrer un plus grand nombre de contraventions relatives au bras d’arrêt des autobus scolaires que toute autre technologie des autres entreprises existantes à l’échelle mondiale. Notre technologie exclusive transforme les autobus scolaires en autobus intelligents équipés de caméras vidéo, de GPS, de télémétrie, de traitement de données et d’archivage. De cette manière, nous permettons aux comtés et aux districts scolaires d’améliorer la sécurité des enfants.",5,"BusPatrol
3.8",Montreal
761,Data Science Lead,44,"Our Company
Hexagon Purus, a Hexagon Composites company, is a world leading provider of hydrogen type 4 high-pressure cylinders, battery packs and vehicle systems integration for fuel cell electric and battery electric vehicles. Hexagon Purus enables zero emission solutions for light, medium and heavy-duty vehicles, buses, ground storage, distribution, maritime, rail, aerospace, and backup power solutions. Hexagon Composites has 1100 employees across 23 global locations.
Hexagon Purus Systems Canada Ltd. is currently seeking a Data Science Lead to work out of our Kelowna, British Columbia, Canada office. If you are looking to work for an organization that values sustainability and is working towards Clean Air Everywhere, then we are the place for you.
Job Summary",5,"Agility Fuel System
3.4",Kelowna
762,Data Engineering Consultant,44,"Req ID: 111476
NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.
We are currently seeking a Data Engineering Consultant to join our team in Winnipeg, Manitoba (CA-MB), Canada (CA).
NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.

We are currently seeking a Data Engineering Consultant to join our team. Our Data team makes value out of data by combining information from various sources and analyzing it for better understanding about how a business or process is performing. They also develop AI frameworks and tools that automate certain processes, developing various predictive, AI and ML based tools, processes and models.",5,"NTT DATA Services
3.7",Winnipeg
763,Data Engineering Consultant,44,"Req ID: 111476
NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.
We are currently seeking a Data Engineering Consultant to join our team in Winnipeg, Manitoba (CA-MB), Canada (CA).
NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.

We are currently seeking a Data Engineering Consultant to join our team. Our Data team makes value out of data by combining information from various sources and analyzing it for better understanding about how a business or process is performing. They also develop AI frameworks and tools that automate certain processes, developing various predictive, AI and ML based tools, processes and models.",5,"NTT DATA Services
3.7",Winnipeg
764,Data Analyst (Research),44,"ABOUT HRI
Homewood Research Institute (HRI) invites applicants for the position of Data Analyst (Permanent, Full-time).
HRI is an ambitious and growing national charity dedicated to research that transforms mental health and addiction services in Canada and around the world. Through strategic partnerships with Homewood Health and a vital growing network including some of the world’s most influential scientists, clinicians and researchers, we are uniquely positioned to innovate, test new discoveries, and accelerate the process that brings research into solutions for the real world. For more information, visit hriresearch.com.
POSITION OVERVIEW",5,Homewood Research Institute,Guelph
765,Data Management Specialist – Pharmaceutical,44,"At ProCogia we’re passionate about developing data-driven solutions that provide highly informed answers to our clients’ most critical challenges. Our projects are varied, from Data Warehouse builds, deploying Cloud Data Solutions, Dashboarding, & building predictive models. You may be involved in all stages of the project life cycle, from Data Engineering / Integration to building pipelines & right through to advanced analytics.
We work with industry leading clients from various sectors including Pharmaceuticals, Telecommunications, Technology, Financial Services & Retail. Our work environment ensures opportunities to gain valuable experience in various industries enhancing your personal & career development.
ProCogia has doubled in size over the last two years & core to ProCogia’s culture is ensuring we maintain a balanced male to female ratio. We are proud to share our consulting teams consist of 40-50% females compared to the industry standard of 10-20%. Our diversity, and differences allow us to create innovative and effective solutions for our clients.",5,"ProCogia
4.7",Midtown Toronto
766,Applied Deep Learning Scientist (Focus on Computer Vision),44,"Location: Montreal, Canada
Dans des marchés en rapide évolution, les clients à travers le monde font confiance à Thales. Thales est une entreprise où les personnes les plus brillantes du monde entier se regroupent pour mettre en commun leurs idées et ainsi s'inspirer mutuellement. Dans tous les secteurs où œuvre Thales, notamment l’aérospatiale, le transport, la défense, la sécurité et l'espace, nos équipes d’architectes conçoivent des solutions innovantes qui rendent demain possible dès aujourd’hui.
Carrefour mondial de l’intelligence artificielle, Montréal est le foyer du nouveau centre de recherche et de technologie spécialisé en intelligence artificielle (cortAIx) collaborant avec les principaux groupes canadiens de recherche en intelligence artificielle à Montréal et à Toronto. S’appuyant sur ses compétences dans les principaux marchés industriels, Thales donne vie à l'intelligence artificielle au profit de ses clients tout en créant de passionnants emplois pour les chercheurs et les développeurs experts en intelligence artificielle en vue de trouver des solutions qui transformeront notre monde, du fond des océans aux confins de l'univers et du cyberespace. Ayant très tôt opté pour le modèle d’innovation ouverte et collaborative, Thales procède actuellement à la création de la structure du centre de recherche et de technologie spécialisé en intelligence artificielle (cortAIx). Piloté par Thales, le centre cortAIx, en collaboration avec l'Institut québécois d'intelligence artificielle (MILA), l'Institut de valorisation des données (IVADO) et l’Institut Vector de Toronto, est situé dans le célèbre quartier Petite-Italie, au cœur de la communauté de l’innovation à Montréal.",5,"Thales Group
3.7",Montreal
767,Scientist - Synthetic Organic /Medicinal Chemistry,44,"About adMare BioInnovations:

adMare BioInnovations is Canada’s global life sciences venture, building the Canadian life sciences industry from sea to sea. We do this by sourcing therapeutically and commercially promising research from leading academic and biotech partners to create new companies of scale, providing specialized expertise, infrastructure, and capital to help existing companies scale up, and driving the growth of those companies into Canadian anchors by training the next generation of highly qualified personnel. adMare’s ~20 portfolio companies have attracted more than $1.2B of investment and have a combined worth of over $3B.",5,"adMare BioInnovations
3.5",Montreal
768,"Director, Data Science",44,"Director, Data Science
Montreal, Canada
(French Version follows)
At Octave Group, we believe in the power of music to inspire emotional connections in shared spaces, transforming the way people interact with each other and with their surroundings.
We are a group of passionate, diverse, and driven individuals who all share a common goal: pioneering new ways humans and music interact through technology. We continuously strive to stay ahead of the curve with our products. Our use of cutting-edge tech stack, an Agile mindset, and a strong focus on the user experience, all make for a challenging learning environment.
Octave Group is looking for a dynamic director who will provide strategic leadership to our Data Science department.
The Director, Data science will manage a team of data scientists, engineers and analysts and lead and develop our data roadmap and infrastructure, provide business insights, scope, design and implement machine-learning models. The Director, Data science, is innovative, analytical and has excellent communication skills to work cross-functionally, with engineering, marketing, finance, and operations to support all data projects.",5,TouchTunes / PlayNetwork,Montreal
769,Data Engineer(AWS / Pyspark),44,"Job Details:

Job Title:: Data Engineer(AWS / Pyspark)
Job Location:: Mississauga ,ON

Experience in building large scale batch and data pipelines with data processing frameworks in AWS cloud platform using PySpark Glue
Deep experience in developing data processing data manipulation tasks using PySpark such as reading data from external sources merge data perform data enrichment and load in to target data destinations
Proficiency with Big Data processing technologies Hadoop Hive or Databricks",5,"Capgemini
3.9",Midtown Toronto
770,"Machine Learning Engineer Cyber Security (Calgary, Los Altos, CA or Seattle",44,"Machine Learning Engineer Cyber Security (Calgary, Los Altos, CA or Seattle, WA)
vArmour is the leading provider of Application Relationship Management. Enterprises around the world rely on vArmour to control operational risk and increase application resiliency for their multi-cloud environments - all while leveraging the technology they already own. Based in Los Altos, CA, the company is backed by top investors including Highland Capital Partners, AllegisCyber, NightDragon, Redline Capital, Citi Ventures, and Telstra.
Only vArmour is able to build out a relationship-based map of applications and users across the enterprise, regardless of the underlying infrastructure. As businesses continue to tackle the challenges of digital transformation, this deepened visibility into every environment means businesses can map relationships across their entire dynamic enterprise in one view. This equips security and operations teams with unprecedented control to address user access risks, achieve Zero Trust objectives, meet compliance, or discover the blast radius of an incident.
At vArmour, “Relationships Matter” is the cornerstone philosophy that drives the company. It shows itself in the technology and in how the company enables hundreds of enterprises around the globe to understand the relationships within and across their estates to optimize risk and resiliency. This value is taken to heart as well in how the company treats people, whether they’re customers, partners or fellow employees. The company believes that together we are stronger and better. This is why Relationships Matter at vArmour.",5,vArmour Networks,Calgary
771,"Machine Learning Engineer Cyber Security (Calgary, Los Altos, CA or Seattle",44,"Machine Learning Engineer Cyber Security (Calgary, Los Altos, CA or Seattle, WA)
vArmour is the leading provider of Application Relationship Management. Enterprises around the world rely on vArmour to control operational risk and increase application resiliency for their multi-cloud environments - all while leveraging the technology they already own. Based in Los Altos, CA, the company is backed by top investors including Highland Capital Partners, AllegisCyber, NightDragon, Redline Capital, Citi Ventures, and Telstra.
Only vArmour is able to build out a relationship-based map of applications and users across the enterprise, regardless of the underlying infrastructure. As businesses continue to tackle the challenges of digital transformation, this deepened visibility into every environment means businesses can map relationships across their entire dynamic enterprise in one view. This equips security and operations teams with unprecedented control to address user access risks, achieve Zero Trust objectives, meet compliance, or discover the blast radius of an incident.
At vArmour, “Relationships Matter” is the cornerstone philosophy that drives the company. It shows itself in the technology and in how the company enables hundreds of enterprises around the globe to understand the relationships within and across their estates to optimize risk and resiliency. This value is taken to heart as well in how the company treats people, whether they’re customers, partners or fellow employees. The company believes that together we are stronger and better. This is why Relationships Matter at vArmour.",5,vArmour Networks,Calgary
772,"Data Analyst, Marketing Acquisition",44,"FreshBooks has an ambitious vision. We launched in 2003 but we're just getting started and there's a lot left to do. We're a high-performing team working towards a common goal: building an elite online accounting application to help small businesses better handle their finances. Known for extraordinary product and customer service experiences and based in Toronto, Canada, FreshBooks serves paying customers in over 120 countries.

The Opportunity – Data Analyst, Marketing Acquisition

The Analyst will enable FreshBooks reporting and help to derive insights from website, event, campaign and customer web and product interaction data to improve the volume and quality of acquired trailers, determine growth opportunities, understand the customer journey and major drop-offs.

The right person for the job will love to solve a problem and have a knack for translating data into insight and presenting that information to stakeholders. You will be collaborating with managers and a team that includes other analysts, data scientists, marketers, financial analysts, and developers all working together to drive growth at FreshBooks.


Complete regular ad-hoc / deep-dive analyses by translating raw data into useable information and insights
Build dashboards for core performance metrics/monitor KPI's
Channel level reporting on trends in acquisition performance
Support with A/B testing for campaign treatments
Content / Webpage reviews and analyses
Work independently & with engineering to ensure the integrity of data flows / transfers
Monitor changes in usage behaviours (organically and due to marketing)
Performance evaluations of various customer segments
Assist with GTM tagging, maintenance and general organization
Consult with internal clients to gather requirements, scope & execute
Complex, long-term analyses on visitor trends and performance impacts
Communicate results and recommended analyses/approaches to stakeholders


Intermediate to advanced knowledge of SQL is required
Minimum 2-3 years in data analytics/business intelligence
Knowledge of Google Analytics data, and/or similar web analytics tools
Strong knowledge of one or more visualization tools such as Looker, Tableau etc.
Quantitative background with strong analytical skills
Experience working with relational databases
Familiarity with the marketing campaign and/or web data is preferred
Python knowledge is an asset
Google Tag Manager experience is an asset

Why Join Us

We're a motivated bunch, with our eyes laser-focused on shipping extraordinary experiences to businesses. You will be surrounded by hardworking team members who share a common vision for what an amazing software company could be, and have the opportunity to help build an elite one, right here in downtown Toronto.

Apply Now

Have we got your attention? Submit your application today and a member of our recruitment team will be in touch with you shortly!

FreshBooks is an equal opportunity employer. We do not discriminate based on gender, religion, race, mental disability, sexual orientation, age, or any other status. All applicants are considered based on their qualifications and merits. At FreshBooks, we inspire an environment of mutual respect and we believe diversity and inclusion are crucial to our success.

FreshBooks provides employment accommodation during the recruitment process. Should you require any accommodation, please indicate this on your application and we will work with you to meet your accessibility needs. For any questions, suggestions or required documents regarding accessibility in a different format, please contact us at phone 416-780-2700 and/or accessibility@freshbooks.com.",5,"FreshBooks
4.0",British Columbia
773,"Applied Scientist, Alexa AI",44,"PhD or equivalent Master's Degree plus 4+ years of experience in CS, CE, ML or related field
2+ years of experience of building machine learning models for business application
Experience programming in Java, C++, Python or related language
Are you excited about developing state-of-the-art Machine Learning, Computer Vision, Deep Learning and Natural Language Processing algorithms, and designs using large data sets to solve real world problems? Do you have proven analytical capabilities and can multi-task and thrive in a fast-paced environment?

As an Applied Scientist with the Alexa AI team, you will bring statistical modeling and machine learning advancements to data analytics for customer-facing solutions in complex industrial settings. You will be working in a fast-paced, cross-disciplinary team of researchers who are leaders in the field. You will take on challenging problems, distill real requirements, and then deliver solutions that either leverage existing academic and industrial research, or utilize your own out-of-the-box pragmatic thinking. In addition to coming up with novel solutions and prototypes, you may even need to deliver these to production in customer facing products

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status. If you would like to request an accommodation, please notify your Recruiter.",5,"Amazon Dev Centre Canada ULC
3.8",Vancouver
774,Applied Machine Learning Engineer - 89823,44,"What you do at AMD changes everything
At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for gaming, immersive platforms, and the data center.
Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the “extra mile” to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.",5,"Advanced Micro Devices, Inc.
4.1",Markham
775,Data Engineer x 2 - Mississauga,44,"Our retail industry client is looking for 2 Data Engineers to join their team on a permanent hire basis.

You will be part of our innovation hub located in downtown Toronto where your desire for impact will only be matched by your innate ability to collaborate with other like minded individuals to come up with creative solutions to our retail data science problems

Job Description
Maintaining, streamlining and hardening existing data pipelines, from ingestion, through ETL and batch processing in order to reliably process billions of records per day.

Build data support for our personalization and experimentation efforts, solving problems from statistical test automation to building real-time M/L applications.




.








Job Description



Job Requirements",5,"Randstad
4.2",Mississauga
776,Développeur de données / Data Developer,44,"Your Privacy:
ZeniMax understands the importance of privacy. Please review the “Applicant Privacy Notice” section below, which explains how we process the personal information we collect about you when you apply for a job or submit information to us through this job portal. BY APPLYING FOR THIS JOB, SHARING THIS JOB OR OTHERWISE PROVIDING US WITH YOUR PERSONAL INFORMATION THROUGH THIS JOB PORTAL, YOU ACKNOWLEDGE THAT YOU HAVE READ AND UNDERSTOOD THE APPLICANT PRIVACY NOTICE , WHICH IS SET FORTH IN THE “APPLICANT PRIVACY NOTICE” SECTION BELOW.
Overview:
Bethesda Game Studios est à la recherche d'un développeur de données talentueux et autonome avec de solides compétences techniques pour rejoindre l'équipe qui dépasse les standards et repousse les limites du développement de jeux AAA sur les plateformes mobiles. Le développeur de données travaillera avec notre spécialiste des données et nos programmeurs pour mettre en place et maintenir des solutions de données afin de soutenir les initiatives analytiques visant à améliorer l'expérience et la performance des joueurs ainsi qu'à augmenter la rétention et la monétisation des joueurs.

Responsibilities:

Qualifications:

Preferred Skills:

Applicant Privacy Notice:",5,ZeniMax Media Inc.,Montreal
777,"Senior Data Engineer (Marketing, Sales & Finance)",44,"Since being founded in 2011, Prodigy Education has grown from 3,000 local users to more than 100 million registered users worldwide. As one of the fastest-growing EdTech startups in North America, Prodigy connects students, parents, teachers, and school districts with resources with the goal of promoting a lifelong love of learning. Anyone with an internet connection is welcome to create a free account for Prodigy’s popular Math Game for grades 1 to 8. Prodigy Education also provides online math tutoring via certified teachers who adapt their style and lessons to teach students in the way they learn best. For more information visit www.prodigygame.com.

Our passion is our mission - to help every student in the world love learning!

Here at Prodigy, we are working hard to achieve our mission of helping every child in the world to LOVE learning. Our data team is responsible for all aspects of data ingestion, storage, transformation, and analysis using modern tools and environments such as Spark, Databricks, dbt, Airflow, Snowflake, Periscope, Kafka, and AWS. You will be working alongside our data engineering, data science, and data analysis teams to help build and manage all of our data pipelines and high-quality datasets, focusing on our Financial and Payments domains.",5,"Prodigy Game
4.8",Oakville
